metric_type,method,method_param,metric_value,repeat,dataset
RMSE,GRU,type-GRU_mu_sigma-True,4.088549421329666,3,DANNCE_seq_keypoints_60_stride30_fill10
RMSE,STS_GCN,type-STS_GCN_mu_sigma-False,4.9166137393573255,3,DANNCE_seq_keypoints_60_stride30_fill10
RMSE,ST_GCN,type-ST_GCN_mu_sigma-False,5.031777604469932,3,DANNCE_seq_keypoints_60_stride30_fill10
RMSE,TCN,type-TCN_mu_sigma-False,6.062293326926589,3,DANNCE_seq_keypoints_60_stride30_fill10
RMSE,linear_interp,linear_interp,9.17385700070503,3,DANNCE_seq_keypoints_60_stride30_fill10
RMSE,transformer,type-transformer_mu_sigma-False,2.75574382210573,3,DANNCE_seq_keypoints_60_stride30_fill10
RMSE,transformer,type-transformer_mu_sigma-True,2.9870382668801243,3,DANNCE_seq_keypoints_60_stride30_fill10
MPJPE,GRU,type-GRU_mu_sigma-False,3.0945171298856087,4,DANNCE_seq_keypoints_60_stride30_fill10
MPJPE,GRU,type-GRU_mu_sigma-True,3.6647660801909816,4,DANNCE_seq_keypoints_60_stride30_fill10
MPJPE,STS_GCN,type-STS_GCN_mu_sigma-False,4.43783924307652,4,DANNCE_seq_keypoints_60_stride30_fill10
MPJPE,ST_GCN,type-ST_GCN_mu_sigma-False,4.5604856262762485,4,DANNCE_seq_keypoints_60_stride30_fill10
MPJPE,TCN,type-TCN_mu_sigma-False,5.475768512886769,4,DANNCE_seq_keypoints_60_stride30_fill10
MPJPE,linear_interp,linear_interp,8.171311714806652,4,DANNCE_seq_keypoints_60_stride30_fill10
MPJPE,transformer,type-transformer_mu_sigma-False,2.253629993345786,4,DANNCE_seq_keypoints_60_stride30_fill10
MPJPE,transformer,type-transformer_mu_sigma-True,2.560396271747294,4,DANNCE_seq_keypoints_60_stride30_fill10
PCK@0.01,GRU,type-GRU_mu_sigma-False,0.629567286986447,4,DANNCE_seq_keypoints_60_stride30_fill10
PCK@0.01,GRU,type-GRU_mu_sigma-True,0.5175348501036366,4,DANNCE_seq_keypoints_60_stride30_fill10
PCK@0.01,STS_GCN,type-STS_GCN_mu_sigma-False,0.4657140256369173,4,DANNCE_seq_keypoints_60_stride30_fill10
PCK@0.01,ST_GCN,type-ST_GCN_mu_sigma-False,0.35851233645096536,4,DANNCE_seq_keypoints_60_stride30_fill10
PCK@0.01,TCN,type-TCN_mu_sigma-False,0.30039318198557974,4,DANNCE_seq_keypoints_60_stride30_fill10
PCK@0.01,linear_interp,linear_interp,0.5279127943064216,4,DANNCE_seq_keypoints_60_stride30_fill10
PCK@0.01,transformer,type-transformer_mu_sigma-False,0.7620553545576428,4,DANNCE_seq_keypoints_60_stride30_fill10
PCK@0.01,transformer,type-transformer_mu_sigma-True,0.7254466601238792,4,DANNCE_seq_keypoints_60_stride30_fill10
RMSE,GRU,type-GRU_mu_sigma-False,3.593558273848555,4,DANNCE_seq_keypoints_60_stride30_fill10
RMSE,GRU,type-GRU_mu_sigma-True,4.1532559591236815,4,DANNCE_seq_keypoints_60_stride30_fill10
RMSE,STS_GCN,type-STS_GCN_mu_sigma-False,5.108947617891919,4,DANNCE_seq_keypoints_60_stride30_fill10
RMSE,ST_GCN,type-ST_GCN_mu_sigma-False,5.120863321465221,4,DANNCE_seq_keypoints_60_stride30_fill10
RMSE,TCN,type-TCN_mu_sigma-False,6.236340016741791,4,DANNCE_seq_keypoints_60_stride30_fill10
RMSE,linear_interp,linear_interp,9.579356737997726,4,DANNCE_seq_keypoints_60_stride30_fill10
RMSE,transformer,type-transformer_mu_sigma-False,2.795559875687675,4,DANNCE_seq_keypoints_60_stride30_fill10
RMSE,transformer,type-transformer_mu_sigma-True,3.0553727981179297,4,DANNCE_seq_keypoints_60_stride30_fill10
