metric_type,method,method_param,metric_value,repeat,dataset
PCK@0.01,TCN,type-TCN_mu_sigma-False,1.0,3,MABE_task1_60stride60
PCK@0.01,linear_interp,linear_interp,1.0,3,MABE_task1_60stride60
PCK@0.01,transformer,type-transformer_mu_sigma-False,1.0,3,MABE_task1_60stride60
PCK@0.01,transformer,type-transformer_mu_sigma-True,1.0,3,MABE_task1_60stride60
RMSE,GRU,type-GRU_mu_sigma-False,0.0368027864111546,3,MABE_task1_60stride60
RMSE,GRU,type-GRU_mu_sigma-True,0.04010802916633048,3,MABE_task1_60stride60
RMSE,STS_GCN,type-STS_GCN_mu_sigma-False,0.05521013331610365,3,MABE_task1_60stride60
RMSE,ST_GCN,type-ST_GCN_mu_sigma-False,0.04261471691209893,3,MABE_task1_60stride60
RMSE,TCN,type-TCN_mu_sigma-False,0.05558652805375504,3,MABE_task1_60stride60
RMSE,linear_interp,linear_interp,0.14038986884367582,3,MABE_task1_60stride60
RMSE,transformer,type-transformer_mu_sigma-False,0.03141975549465054,3,MABE_task1_60stride60
RMSE,transformer,type-transformer_mu_sigma-True,0.030280864244292802,3,MABE_task1_60stride60
MPJPE,GRU,type-GRU_mu_sigma-False,0.032660138814555685,4,MABE_task1_60stride60
MPJPE,GRU,type-GRU_mu_sigma-True,0.03616232515749303,4,MABE_task1_60stride60
MPJPE,STS_GCN,type-STS_GCN_mu_sigma-False,0.04660299288801021,4,MABE_task1_60stride60
MPJPE,ST_GCN,type-ST_GCN_mu_sigma-False,0.03870882247622927,4,MABE_task1_60stride60
MPJPE,TCN,type-TCN_mu_sigma-False,0.04917670533577856,4,MABE_task1_60stride60
MPJPE,linear_interp,linear_interp,0.11837784178339651,4,MABE_task1_60stride60
MPJPE,transformer,type-transformer_mu_sigma-False,0.02755683955906605,4,MABE_task1_60stride60
MPJPE,transformer,type-transformer_mu_sigma-True,0.026755528544776124,4,MABE_task1_60stride60
PCK@0.01,GRU,type-GRU_mu_sigma-False,1.0,4,MABE_task1_60stride60
PCK@0.01,GRU,type-GRU_mu_sigma-True,1.0,4,MABE_task1_60stride60
PCK@0.01,STS_GCN,type-STS_GCN_mu_sigma-False,1.0,4,MABE_task1_60stride60
PCK@0.01,ST_GCN,type-ST_GCN_mu_sigma-False,1.0,4,MABE_task1_60stride60
PCK@0.01,TCN,type-TCN_mu_sigma-False,1.0,4,MABE_task1_60stride60
PCK@0.01,linear_interp,linear_interp,1.0,4,MABE_task1_60stride60
PCK@0.01,transformer,type-transformer_mu_sigma-False,1.0,4,MABE_task1_60stride60
PCK@0.01,transformer,type-transformer_mu_sigma-True,1.0,4,MABE_task1_60stride60
RMSE,GRU,type-GRU_mu_sigma-False,0.03707831110708926,4,MABE_task1_60stride60
RMSE,GRU,type-GRU_mu_sigma-True,0.040501912442162336,4,MABE_task1_60stride60
RMSE,STS_GCN,type-STS_GCN_mu_sigma-False,0.054428373877625655,4,MABE_task1_60stride60
RMSE,ST_GCN,type-ST_GCN_mu_sigma-False,0.04354145050891203,4,MABE_task1_60stride60
RMSE,TCN,type-TCN_mu_sigma-False,0.05690379371719337,4,MABE_task1_60stride60
RMSE,linear_interp,linear_interp,0.13793459966774152,4,MABE_task1_60stride60
RMSE,transformer,type-transformer_mu_sigma-False,0.031734420645257846,4,MABE_task1_60stride60
RMSE,transformer,type-transformer_mu_sigma-True,0.0309335700025726,4,MABE_task1_60stride60
